# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3100, i.e. number of multipoles equal to 3099
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   98       3.547098820641e-10       9.986759944231e-14      -2.939165373014e-12       0.000000000000e+00       1.047209279009e-11       1.534111838373e-12      -7.377016053864e-15 
   99       3.588711820201e-10       1.018833090886e-13      -3.027989956251e-12       0.000000000000e+00       1.019814697984e-11       1.502508502855e-12      -7.283048627620e-15 
  100       3.630608606900e-10       1.038818850380e-13      -3.116997636363e-12       0.000000000000e+00       9.933967584090e-12       1.471934731540e-12      -7.186126818928e-15 
  101       3.672781269425e-10       1.058613144230e-13      -3.206117854941e-12       0.000000000000e+00       9.678973502691e-12       1.442338757892e-12      -7.088869144239e-15 
  102       3.715219909734e-10       1.078195572401e-13      -3.295278740845e-12       0.000000000000e+00       9.432463671081e-12       1.413656132406e-12      -6.994094001960e-15 
  103       3.757912571178e-10       1.097545467569e-13      -3.384407124273e-12       0.000000000000e+00       9.193613324682e-12       1.385809316954e-12      -6.904824414142e-15 
  104       3.800847766186e-10       1.116642432341e-13      -3.473429579721e-12       0.000000000000e+00       8.961660812314e-12       1.358725534860e-12      -6.823634881014e-15 
  105       3.844022603013e-10       1.135468024814e-13      -3.562275684996e-12       0.000000000000e+00       8.736504822925e-12       1.332393940970e-12      -6.750581247788e-15 
  106       3.887435627907e-10       1.154004309360e-13      -3.650875230729e-12       0.000000000000e+00       8.518181246795e-12       1.306815454127e-12      -6.684998731068e-15 
  107       3.931084280796e-10       1.172233353612e-13      -3.739157255879e-12       0.000000000000e+00       8.306678208937e-12       1.281984988524e-12      -6.626132376283e-15 
  108       3.974964851976e-10       1.190137238396e-13      -3.827050073106e-12       0.000000000000e+00       8.101934427417e-12       1.257891248669e-12      -6.573134569846e-15 
  109       4.019072438797e-10       1.207698067655e-13      -3.914481294154e-12       0.000000000000e+00       7.903837571683e-12       1.234516524345e-12      -6.525062551310e-15 
  110       4.063400902359e-10       1.224897978383e-13      -4.001377855226e-12       0.000000000000e+00       7.712222620889e-12       1.211836485570e-12      -6.480875925529e-15 
  111       4.107942824198e-10       1.241719150550e-13      -4.087666042365e-12       0.000000000000e+00       7.526870222217e-12       1.189819977562e-12      -6.439434174815e-15 
  112       4.152689462977e-10       1.258143817033e-13      -4.173271516829e-12       0.000000000000e+00       7.347505049206e-12       1.168428815699e-12      -6.399494171095e-15 
  113       4.197630711174e-10       1.274154273541e-13      -4.258119340474e-12       0.000000000000e+00       7.173794160073e-12       1.147617580481e-12      -6.359707688070e-15 
  114       4.242755051776e-10       1.289732888551e-13      -4.342134001125e-12       0.000000000000e+00       7.005345356040e-12       1.127333412493e-12      -6.318618913371e-15 
  115       4.288049514965e-10       1.304862113227e-13      -4.425239437962e-12       0.000000000000e+00       6.841705539658e-12       1.107515807363e-12      -6.274661960721e-15 
  116       4.333501454944e-10       1.319524965461e-13      -4.507359791017e-12       0.000000000000e+00       6.682459962575e-12       1.088110372611e-12      -6.226495806566e-15 
  117       4.379104218078e-10       1.333706527500e-13      -4.588421698812e-12       0.000000000000e+00       6.527547167988e-12       1.069112434035e-12      -6.174060616975e-15 
  118       4.424852085772e-10       1.347392649895e-13      -4.668352329024e-12       0.000000000000e+00       6.376979434665e-12       1.050528370679e-12      -6.117645776189e-15 
  119       4.470738489072e-10       1.360569507650e-13      -4.747078710799e-12       0.000000000000e+00       6.230744572214e-12       1.032362046643e-12      -6.057564443876e-15 
  120       4.516755981456e-10       1.373223614347e-13      -4.824527766530e-12       0.000000000000e+00       6.088805171440e-12       1.014614729480e-12      -5.994154050709e-15 
  121       4.562896211610e-10       1.385341836266e-13      -4.900626343634e-12       0.000000000000e+00       5.951097854713e-12       9.972850086147e-13      -5.927776793936e-15 
  122       4.609149896215e-10       1.396911406507e-13      -4.975301246341e-12       0.000000000000e+00       5.817532526324e-12       9.803687137460e-13      -5.858820132956e-15 
  123       4.655506792731e-10       1.407919939104e-13      -5.048479267465e-12       0.000000000000e+00       5.687991622852e-12       9.638588332596e-13      -5.787697284898e-15 
  124       4.701955672175e-10       1.418355443156e-13      -5.120087220194e-12       0.000000000000e+00       5.562329363524e-12       9.477454326355e-13      -5.714847720191e-15 
  125       4.748484291910e-10       1.428206336939e-13      -5.190051969864e-12       0.000000000000e+00       5.440371000579e-12       9.320155728574e-13      -5.640737658145e-15 
  126       4.795079368421e-10       1.437461462030e-13      -5.258300465742e-12       0.000000000000e+00       5.321912069626e-12       9.166532288218e-13      -5.565860562520e-15 
  127       4.841726550107e-10       1.446110097427e-13      -5.324759772807e-12       0.000000000000e+00       5.206717640013e-12       9.016392077467e-13      -5.490737637104e-15 
  128       4.888410390054e-10       1.454141973671e-13      -5.389357103534e-12       0.000000000000e+00       5.094521565185e-12       8.869510675809e-13      -5.415918321289e-15 
  129       4.935115933761e-10       1.461547692342e-13      -5.452020653642e-12       0.000000000000e+00       4.985083631747e-12       8.725684305837e-13      -5.341882306693e-15 
  130       4.981833737012e-10       1.468320006595e-13      -5.512682145525e-12       0.000000000000e+00       4.878369687169e-12       8.584897564130e-13      -5.268732381440e-15 
  131       5.028555349598e-10       1.474452708437e-13      -5.571274625203e-12       0.000000000000e+00       4.774389947638e-12       8.447172634414e-13      -5.196468670207e-15 
  132       5.075271734215e-10       1.479940252801e-13      -5.627731720517e-12       0.000000000000e+00       4.673142538614e-12       8.312516559613e-13      -5.125083885691e-15 
  133       5.121973250808e-10       1.484777774564e-13      -5.681987678664e-12       0.000000000000e+00       4.574613159491e-12       8.180920812006e-13      -5.054563119506e-15 
  134       5.168649640904e-10       1.488961105570e-13      -5.733977403735e-12       0.000000000000e+00       4.478774748269e-12       8.052360863370e-13      -4.984883633081e-15 
  135       5.215290011956e-10       1.492486791649e-13      -5.783636494244e-12       0.000000000000e+00       4.385587146209e-12       7.926795755133e-13      -4.916014648550e-15 
  136       5.261882821680e-10       1.495352109641e-13      -5.830901280664e-12       0.000000000000e+00       4.294996762504e-12       7.804167668521e-13      -4.847917139653e-15 
  137       5.308415862393e-10       1.497555084417e-13      -5.875708862959e-12       0.000000000000e+00       4.206936238940e-12       7.684401494706e-13      -4.780543622632e-15 
  138       5.354876245352e-10       1.499094505899e-13      -5.917997148120e-12       0.000000000000e+00       4.121324114562e-12       7.567404404956e-13      -4.713837947121e-15 
  139       5.401250385096e-10       1.499969946082e-13      -5.957704887698e-12       0.000000000000e+00       4.038064490337e-12       7.453065420784e-13      -4.647735087046e-15 
  140       5.447523983779e-10       1.500181776054e-13      -5.994771715336e-12       0.000000000000e+00       3.957046693818e-12       7.341254984096e-13      -4.582160931521e-15 
  141       5.493682015515e-10       1.499731183020e-13      -6.029138184305e-12       0.000000000000e+00       3.878144943811e-12       7.231824527340e-13      -4.517032075742e-15 
  142       5.539708710714e-10       1.498620187324e-13      -6.060745805035e-12       0.000000000000e+00       3.801218015036e-12       7.124606043657e-13      -4.452255611883e-15 
  143       5.585587540419e-10       1.496851659464e-13      -6.089537082653e-12       0.000000000000e+00       3.726108902792e-12       7.019411657026e-13      -4.387728919991e-15 
  144       5.631302531040e-10       1.494429462319e-13      -6.115456079834e-12       0.000000000000e+00       3.652677710226e-12       6.916074226097e-13      -4.323361183396e-15 
  145       5.676842387697e-10       1.491358857668e-13      -6.138450088669e-12       0.000000000000e+00       3.580904672211e-12       6.814574574690e-13      -4.259140766974e-15 
  146       5.722196749501e-10       1.487646172290e-13      -6.158468195739e-12       0.000000000000e+00       3.510796698066e-12       6.714926045783e-13      -4.195074114904e-15 
  147       5.767354887723e-10       1.483298693948e-13      -6.175460811789e-12       0.000000000000e+00       3.442354917859e-12       6.617134401840e-13      -4.131164539120e-15 
  148       5.812305697778e-10       1.478324689128e-13      -6.189379712278e-12       0.000000000000e+00       3.375574538001e-12       6.521197630787e-13      -4.067412135062e-15 
  149       5.857037691210e-10       1.472733420782e-13      -6.200178077937e-12       0.000000000000e+00       3.310444696846e-12       6.427105751982e-13      -4.003813697421e-15 
  150       5.901538987677e-10       1.466535166069e-13      -6.207810535315e-12       0.000000000000e+00       3.246948320293e-12       6.334840622196e-13      -3.940362635893e-15 
  151       5.945797306935e-10       1.459741234094e-13      -6.212233197338e-12       0.000000000000e+00       3.185061977382e-12       6.244375741579e-13      -3.877048890925e-15 
  152       5.989799960822e-10       1.452363983651e-13      -6.213403703858e-12       0.000000000000e+00       3.124755735890e-12       6.155676059645e-13      -3.813858849467e-15 
  153       6.033533845246e-10       1.444416840962e-13      -6.211281262207e-12       0.000000000000e+00       3.065993017936e-12       6.068697781237e-13      -3.750775260717e-15 
  154       6.076985432167e-10       1.435914317419e-13      -6.205826687750e-12       0.000000000000e+00       3.008730455576e-12       5.983388172508e-13      -3.687777151873e-15 
  155       6.120140761581e-10       1.426872027325e-13      -6.197002444438e-12       0.000000000000e+00       2.952917746401e-12       5.899685366892e-13      -3.624839743885e-15 
  156       6.162985433509e-10       1.417306705634e-13      -6.184772685358e-12       0.000000000000e+00       2.898497509140e-12       5.817518171080e-13      -3.561934367197e-15 
  157       6.205504599978e-10       1.407236225693e-13      -6.169103293293e-12       0.000000000000e+00       2.845405139253e-12       5.736805870996e-13      -3.499028377502e-15 
  158       6.247682957008e-10       1.396679616982e-13      -6.149961921264e-12       0.000000000000e+00       2.793568664534e-12       5.657458037768e-13      -3.436085071489e-15 
  159       6.289504736593e-10       1.385657082854e-13      -6.127318033094e-12       0.000000000000e+00       2.742908600709e-12       5.579374333707e-13      -3.373063602594e-15 
  160       6.330953698692e-10       1.374190018279e-13      -6.101142943953e-12       0.000000000000e+00       2.693337807032e-12       5.502444318277e-13      -3.309918896744e-15 
  161       6.372014239280e-10       1.362300538523e-13      -6.071409714932e-12       0.000000000000e+00       2.644779323531e-12       5.426573122998e-13      -3.246618087163e-15 
  162       6.412674841461e-10       1.350009981119e-13      -6.038092741145e-12       0.000000000000e+00       2.597221958520e-12       5.351761435021e-13      -3.183191628912e-15 
  163       6.452924915651e-10       1.337340304712e-13      -6.001168204531e-12       0.000000000000e+00       2.550669363747e-12       5.278032248826e-13      -3.119686564565e-15 
  164       6.492753708096e-10       1.324314581567e-13      -5.960614256131e-12       0.000000000000e+00       2.505122433699e-12       5.205405559052e-13      -3.056150403527e-15 
  165       6.532150297996e-10       1.310957013065e-13      -5.916411055964e-12       0.000000000000e+00       2.460579243924e-12       5.133898285484e-13      -2.992631113781e-15 
  166       6.571103594617e-10       1.297292945189e-13      -5.868540812908e-12       0.000000000000e+00       2.417034989369e-12       5.063524198054e-13      -2.929177113642e-15 
  167       6.609602334421e-10       1.283348884018e-13      -5.816987824584e-12       0.000000000000e+00       2.374481922703e-12       4.994293841833e-13      -2.865837263507e-15 
  168       6.647635078177e-10       1.269152511217e-13      -5.761738517236e-12       0.000000000000e+00       2.332909292655e-12       4.926214462023e-13      -2.802660857605e-15 
  169       6.685190208084e-10       1.254732699524e-13      -5.702781485610e-12       0.000000000000e+00       2.292303282334e-12       4.859289928954e-13      -2.739697615753e-15 
  170       6.722255924891e-10       1.240119528248e-13      -5.640107532840e-12       0.000000000000e+00       2.252646947570e-12       4.793520663077e-13      -2.676997675101e-15 
  171       6.758820245018e-10       1.225344298754e-13      -5.573709710324e-12       0.000000000000e+00       2.213920155234e-12       4.728903559959e-13      -2.614611581886e-15 
  172       6.794870997673e-10       1.210439549956e-13      -5.503583357608e-12       0.000000000000e+00       2.176099521577e-12       4.665431915277e-13      -2.552590283185e-15 
  173       6.830395821971e-10       1.195439073806e-13      -5.429726142266e-12       0.000000000000e+00       2.139158350553e-12       4.603095349810e-13      -2.490985118664e-15 
  174       6.865382164059e-10       1.180377930790e-13      -5.352138099783e-12       0.000000000000e+00       2.103066572151e-12       4.541879734440e-13      -2.429847812331e-15 
