2.	0.0480000004172325134
3.	0.0549999997019767761
4.	0.0640000030398368835
5.	0.0659999996423721313
6.	0.072999998927116394
7.	0.0780000016093254089
8.	0.0890000015497207642
9.	0.098999999463558197
10.	0.112000003457069397
11.	0.123999997973442078
12.	0.137999996542930603
13.	0.151999995112419128
14.	0.166999995708465576
15.	0.181999996304512024
16.	0.197999998927116394
17.	0.214000001549720764
18.	0.231000006198883057
19.	0.248999997973442078
20.	0.26600000262260437
21.	0.28600001335144043
22.	0.303999990224838257
23.	0.324000000953674316
24.	0.34299999475479126
25.	0.363999992609024048
26.	0.384000003337860107
27.	0.405999988317489624
28.	0.426999986171722412
29.	0.449999988079071045
30	0.083
68.72899393110522	0.02341807816458412
124.39670967595637	0.038033680247405714
182.80186852057616	0.04477389580979836
241.98637010000058	0.0760523571405956
301.49280912812526	0.16857312106180514
361.1623599239413	0.26918353959915053
420.92575254810896	0.2880441396772391
480.74802954490616	0.2428398213197193
540.6096621099259	0.2243692887982198
600.4988907381726	0.35047118280879275
660.4082135873775	0.4924463106567115
720.3326205466361	0.5321668634271588
780.2686385020746	0.50597059290936
840.2137841591274	0.5494371196869297
900.1662350019478	0.7119032694357792
960.124623286916	0.91262476102428
1020.0879025617061	1.2860017557998669
1080.0552585798287	1.4268834705633984
1140.0260482924452	1.595373388734192
1199.9997571107308	1.8833262061265081
1259.9759683598818	2.2497336449810805
1319.9543410520726	2.6309586318254907
1379.934593450341	3.0316129088579493
1439.9164907366942	3.5182791446210913
1499.8998356367056	4.143621070410076
1559.884461205536	4.909606586571418
1619.8702252156088	5.79964258898016
1679.8570057459176	6.8295224447592
1739.8446976831794	8.055668541360824
1799.833209922251	9.542046048964691
1859.8224631080343	11.335480790584437
1919.812387800507	13.475870032161545
