2	563.606
3	1144.911
4	697.007
5	1066.911
6	357.904
7	647.206
8	340.503
9	310.903
10	385.704
11	403.904
12	303.903
13	250.103
14	286.503
15	291.803
16	230.902
17	272.003
18	204.002
19	244.402
20	213.102
21	184.902
22	162.202
23	201.302
24	207.002
25	211.302
26	217.802
27	210.502
28	261.603
29	255.503
30	278.186
68.72899393110522	47.50535612419973
124.39670967595637	60.43314386774147
182.80186852057616	71.2205850408656
241.98637010000058	63.89130552518741
301.49280912812526	42.28184240921187
361.1623599239413	22.713090986469613
420.92575254810896	16.36425666855408
480.74802954490616	19.01324767346432
540.6096621099259	20.067376326807686
600.4988907381726	16.7043581691128
660.4082135873775	13.375228249763502
720.3326205466361	13.905535764672067
780.2686385020746	16.03857622939111
840.2137841591274	15.62633280376031
900.1662350019478	12.034088689917166
960.124623286916	8.18899732733598
1020.0879025617061	6.746342720377858
1080.0552585798287	7.22184488685688
1140.0260482924452	7.39433467695168
1199.9997571107308	6.471057008552995
1259.9759683598818	5.159597335246478
1319.9543410520726	4.65222203490177
1379.934593450341	4.937587728121043
1439.9164907366942	5.024942789828562
1499.8998356367056	4.450861546814188
1559.884461205536	3.642647309193995
1619.8702252156088	3.22423455722516
1679.8570057459176	3.3018288188312446
1739.8446976831794	3.5108018570433095
1799.833209922251	3.5812378521519888
1859.8224631080343	3.593880011206019
1919.812387800507	3.7693113078674494
1979.802922973187	4.235505803467602
2039.7940147764255	4.949483617736001
2099.785615512597	5.514812184249819
2159.7776827820057	6.14201836889247
2219.7701787672327	6.942442238771577
2279.763069630425	7.988413882345746
2339.7563250032763	9.28058746912475
2399.749917553479	10.806888283435562
2459.743822614596	12.599863729090561
